# gate_e2e --margins: teacher-forced arm against exact-forced-32.tsv; our_margin is signed toward our_top1
#id	step	our_top1	our_margin	exact_top1	exact_margin
3	4	46462	0.045189	8688	0.290616
3	5	13	0.061350	285	0.091724
3	6	304	3.957901	304	3.958230
3	7	608	1.282236	608	1.070824
3	8	245	1.515753	245	1.451050
3	9	207	1.379335	207	1.420622
3	10	17	0.619637	17	0.622577
3	11	15	0.277781	15	0.307237
3	12	12	0.128542	12	0.227615
3	13	5468	1.358809	5468	1.556046
3	14	12	2.051699	12	2.102033
3	15	843	8.630711	843	8.531075
3	16	6710	0.072144	6710	0.123155
3	17	473	0.188351	473	0.477091
3	18	254	1.042471	254	1.039129
3	19	7312	0.105211	7312	0.410943
3	20	13	1.655815	13	1.616278
3	21	304	1.358526	304	1.256034
3	22	608	0.167809	608	0.072591
3	23	5134	2.419788	5134	2.345831
3	24	16208	1.153980	16208	1.176440
3	25	327	0.874794	327	0.829751
3	26	245	1.467331	245	1.602097
3	27	5757	1.971443	5757	1.937018
3	28	279	5.258690	279	5.225456
3	29	3517	0.502146	3517	0.628502
3	30	38683	1.332668	38683	1.226719
3	31	430	0.094692	430	0.008443
4	0	39048	1.773594	39048	1.863277
4	1	13	0.817574	13	0.952678
4	2	809	0.973763	809	0.853669
4	3	317	1.081596	317	0.931474
4	4	245	1.277794	245	1.268168
4	5	5817	5.476963	5817	5.749424
4	6	16310	7.501114	16310	7.351405
4	7	11	0.261597	11	0.370594
4	8	4569	0.455605	4569	0.468853
4	9	359	1.003494	359	1.000595
4	10	2845	0.163525	2845	0.135200
4	11	1401	0.449371	1401	0.270135
4	12	9565	0.069996	581	0.090747
4	13	280	2.548412	280	3.090030
4	14	5817	1.744190	5817	1.444343
4	15	285	2.146122	285	2.257473
4	16	2845	0.244705	2845	0.310107
4	17	487	0.012697	487	0.038499
4	18	83	12.146772	83	12.053389
4	19	463	8.402611	463	8.355687
4	20	245	7.219139	245	7.246063
4	21	6201	3.472103	6201	3.128816
4	22	5438	8.387915	5438	8.419630
4	23	13	0.499535	13	0.687832
4	24	39048	0.786573	39048	0.672539
4	25	317	1.772942	317	1.852495
4	26	558	0.768253	558	0.941718
4	27	2567	1.752247	2567	1.725026
4	28	344	3.667397	344	3.781699
4	29	359	0.635853	359	1.023440
4	30	1027	2.153210	1027	2.065663
4	31	4357	1.227837	4357	1.591300
5	0	185	0.300476	185	0.160708
5	1	300	0.395613	300	0.445553
5	2	972	2.813450	972	2.712446
5	3	245	4.856417	245	4.851316
5	4	919	1.575382	919	1.498833
5	5	270	8.438177	270	8.681998
5	6	185	3.206554	185	2.791275
5	7	185	2.565741	185	2.750103
5	8	1558	0.086935	185	0.021358
5	9	1558	2.137789	1558	2.029639
5	10	53909	1.645103	53909	1.560894
5	11	7	7.800903	7	7.876418
5	12	64	5.632942	64	5.275074
5	13	11	5.651478	11	5.880255
5	14	270	5.720659	270	5.768288
5	15	1780	7.900846	1780	7.978447
5	16	185	3.787194	185	3.892892
5	17	300	8.338802	300	8.661060
5	18	972	6.290863	972	6.341590
5	19	245	7.232866	245	7.317337
5	20	570	4.972731	570	4.725475
5	21	270	9.028519	270	9.123101
5	22	185	4.592337	185	4.788972
5	23	185	4.000931	185	3.949727
5	24	185	4.008499	185	4.086641
5	25	1558	4.743521	1558	4.497680
5	26	36419	3.631029	36419	3.697365
5	27	7	8.448742	7	8.832381
5	28	64	7.155460	64	7.265047
5	29	11	10.217133	11	10.213460
5	30	270	6.415743	270	6.400563
5	31	1780	7.387321	1780	7.491997
6	0	6159	1.931061	6159	1.910039
6	1	11	0.110931	11	0.226734
6	2	285	0.443708	285	0.128459
6	3	254	2.154659	254	2.232527
6	4	9541	2.848925	9541	2.956280
6	5	280	6.659679	280	6.377181
6	6	6159	2.161486	6159	2.129310
6	7	317	4.802551	317	4.683533
6	8	3550	3.615440	3550	3.374277
6	9	13	1.102873	13	1.193601
6	10	185	0.864176	185	0.905775
6	11	185	2.372637	185	1.594132
6	12	549	1.130581	549	1.380890
6	13	9541	2.672670	9541	2.691916
6	14	280	5.785883	280	5.990483
6	15	581	0.130661	581	0.233896
6	16	317	6.155418	317	6.355444
6	17	4426	2.066099	4426	1.858284
6	18	11	4.344719	11	4.264030
6	19	285	5.247665	285	5.197227
6	20	254	4.888580	254	4.941000
6	21	9541	7.664789	9541	7.715626
6	22	280	8.751045	280	9.119662
6	23	4426	7.160286	4426	6.703806
6	24	317	8.718376	317	8.767608
6	25	2156	6.403797	2156	6.312484
6	26	13	7.449986	13	7.565009
6	27	185	3.673935	185	3.727744
6	28	185	6.885508	185	6.922866
6	29	549	3.304251	549	3.097312
6	30	9541	3.965561	9541	3.822793
6	31	280	7.557379	280	7.583544
7	0	11	1.481647	11	1.496305
7	1	745	0.399679	745	0.265377
7	2	438	1.408091	438	1.260488
7	3	245	2.154259	245	2.172986
7	4	1585	0.044352	5075	0.015390
7	5	7046	1.280964	7046	1.349941
7	6	46707	0.073477	46707	0.032501
7	7	13	1.116505	13	0.981277
7	8	2130	1.080421	2130	1.083136
7	9	438	0.383621	438	0.398024
7	10	245	1.141420	245	1.195651
7	11	1079	0.907911	1079	0.833319
7	12	24012	0.209723	24012	0.309224
7	13	10724	0.672064	10724	0.944300
7	14	11	0.681507	11	0.584469
7	15	548	0.370537	548	0.552806
7	16	838	2.515255	838	2.441175
7	17	661	0.097420	661	0.122752
7	18	1866	0.482086	1866	0.243931
7	19	661	0.041355	3707	0.041514
7	20	274	1.103970	274	1.321394
7	21	2460	0.881355	2460	0.921560
7	22	1296	0.129316	1296	0.218922
7	23	13	1.365475	13	1.483036
7	24	2130	0.103127	3474	0.035278
7	25	661	0.347607	661	0.391719
7	26	1958	0.988853	1958	0.996033
7	27	803	1.977074	803	1.728217
7	28	1653	1.123005	1653	1.233870
7	29	27211	0.754452	27211	0.717943
7	30	276	1.892082	276	1.994775
7	31	1296	0.487106	1296	0.289899
8	0	7742	2.191143	7742	2.526068
8	1	33802	4.699671	33802	5.140862
8	2	285	0.213129	331	1.367818
8	3	2818	2.127151	2818	3.047637
8	4	2387	3.246475	2387	4.613311
8	5	11	0.362015	11	0.055455
8	6	285	1.577637	285	1.267631
8	7	254	0.464012	254	0.494231
8	8	4899	1.354771	4899	1.462416
8	9	418	0.035564	418	0.104553
8	10	14801	3.552380	14801	4.433901
8	11	457	4.644394	457	4.756299
8	12	45507	2.930786	45507	3.499272
8	13	13	3.221096	13	3.416196
8	14	1494	0.246515	1494	0.416753
8	15	2203	1.897095	2203	2.040993
8	16	11	0.298384	11	0.439778
8	17	825	0.404741	825	0.460976
8	18	16	2.601793	16	2.324486
8	19	11	3.882559	11	3.758604
8	20	207	2.016628	207	1.710957
8	21	17	1.913887	17	1.687506
8	22	11	5.908642	11	5.868009
8	23	207	2.032177	207	2.007208
8	24	18	6.185005	18	5.963556
8	25	11	0.696793	11	0.427825
8	26	207	1.827908	207	2.286821
8	27	19	3.536110	19	4.018924
8	28	11	0.741074	11	0.878329
8	29	207	2.663525	207	2.841639
8	30	20	6.925619	20	8.080740
8	31	60	2.011251	60	1.633051
9	0	207	5.027102	207	4.968218
9	1	16	2.379013	16	1.728139
9	2	23	5.107910	23	5.025517
9	3	21	8.303646	21	8.274641
9	4	11	5.230589	11	5.327086
9	5	17	0.972660	17	1.198974
9	6	23	4.871269	23	4.449440
9	7	17	6.157015	17	6.210190
9	8	6593	6.211237	6593	6.074201
9	9	513	3.191839	513	3.203441
9	10	1864	5.379566	1864	5.493890
9	11	13	1.074259	13	1.205362
9	12	185	0.915209	185	1.161891
9	13	185	0.893873	185	0.993022
9	14	1679	2.319286	1679	2.564148
9	15	1724	0.282368	1724	0.687196
9	16	4311	1.341913	4311	0.987119
9	17	317	1.941658	317	2.291469
9	18	254	0.068110	254	0.039892
9	19	30	0.288239	30	0.567760
9	20	185	4.790545	185	4.825028
9	21	185	1.644634	185	1.450788
9	22	549	0.186523	549	0.181261
9	23	4583	4.095034	4583	3.843481
9	24	280	5.370535	280	5.618302
9	25	2156	7.202785	2156	7.284220
9	26	317	2.264732	317	2.449941
9	27	10750	0.712780	10750	0.662869
9	28	207	5.896879	207	6.114696
9	29	16	7.004601	16	7.542872
9	30	23	7.273346	23	7.408171
9	31	21	10.537512	21	10.409438
10	0	11303	1.793270	11303	1.891607
10	1	11	2.212193	11	2.200138
10	2	10967	2.312952	10967	2.468375
10	3	11	2.504848	11	2.449909
10	4	8202	3.474316	8202	3.501205
10	5	11	2.680347	11	2.601070
10	6	8652	3.733879	8652	3.775088
10	7	11	2.398405	11	2.072025
10	8	7926	5.653650	7926	5.405832
10	9	185	2.171898	185	2.132813
10	10	185	1.891603	185	1.953777
10	11	1679	0.674934	1679	0.883515
10	12	25452	0.812632	1724	0.013072
10	13	280	1.445589	9325	0.063556
10	14	254	5.296844	254	4.424818
10	15	14062	1.761292	14062	1.376413
10	16	185	0.684401	185	0.896369
10	17	185	2.566561	185	2.438164
10	18	12	1.711309	12	1.350777
10	19	9217	0.456059	9217	0.213692
10	20	32511	0.748016	32511	0.750311
10	21	746	0.647797	746	0.519621
10	22	185	0.979788	185	0.893991
10	23	207	0.117308	207	0.353193
10	24	570	5.017860	570	5.389178
10	25	9217	0.157875	9217	0.100528
10	26	44	0.156616	32682	0.226006
10	27	62086	1.190321	62086	1.404655
10	28	59668	0.709831	59668	0.874471
10	29	414	1.058733	414	2.307281
10	30	656	0.267025	656	0.134504
10	31	83812	6.241436	83812	6.249152
11	0	5001	0.243752	5001	0.184529
11	1	403	1.114847	403	0.807923
11	2	655	2.277075	655	2.307462
11	3	2817	0.680801	2817	0.571433
11	4	31	4.060249	31	3.739891
11	5	2817	0.966003	2817	0.942252
11	6	13	2.650616	13	2.727842
11	7	690	3.241285	690	3.302329
11	8	4069	0.797430	4069	0.794791
11	9	185	0.274096	185	0.322954
11	10	185	2.814292	185	2.450570
11	11	7504	0.745217	7504	0.830522
11	12	575	3.993404	575	4.357077
11	13	7431	6.324045	7431	6.473887
11	14	4741	3.252640	4741	2.780916
11	15	11267	4.411777	11267	4.241073
11	16	5001	2.942200	5001	2.843279
11	17	403	0.159256	403	0.278750
11	18	655	4.668201	655	4.853801
11	19	2817	5.615786	2817	5.308043
11	20	31	4.093678	31	3.861989
11	21	2817	7.001520	2817	7.164860
11	22	13	5.830526	13	5.977709
11	23	690	8.380199	690	8.643160
11	24	4069	0.623621	4069	0.468937
11	25	185	0.508745	185	0.366602
11	26	185	4.475246	185	4.317406
11	27	7504	2.364767	7504	2.400523
11	28	575	4.009703	575	4.717469
11	29	7431	6.197287	7431	6.800112
11	30	4741	3.619246	4741	3.460316
11	31	11267	2.666248	11267	2.791074
12	0	37236	4.086727	37236	3.828801
12	1	11	0.785728	11	0.876106
12	2	588	1.521332	588	1.259296
12	3	3450	0.559280	3450	0.589129
12	4	473	8.697401	473	8.956140
12	5	254	4.474617	254	5.527475
12	6	13406	6.775490	13406	6.533990
12	7	1734	5.988308	1734	6.236009
12	8	327	0.021749	327	0.974431
12	9	5299	4.849613	5299	4.558101
12	10	11	4.097321	11	4.302746
12	11	54150	2.070560	54150	1.557866
12	12	377	5.965187	377	5.753169
12	13	13	3.301424	13	3.158573
12	14	8264	0.714746	8264	0.667628
12	15	317	0.881586	317	1.001687
12	16	245	1.945528	245	1.968245
12	17	17353	0.163002	11471	0.091330
12	18	3699	6.075951	3699	5.040627
12	19	366	4.469648	366	4.345918
12	20	23772	1.737555	23772	1.789698
12	21	1604	7.445217	1604	7.386847
12	22	207	7.286701	207	7.332002
12	23	22	0.393705	22	1.181864
12	24	24	10.245539	24	10.128287
12	25	11	2.340652	11	2.276392
12	26	588	0.258785	588	0.206538
12	27	745	4.197491	745	5.525667
12	28	418	8.725433	418	8.649363
12	29	207	6.468063	207	6.570789
12	30	22	5.302879	22	5.502716
12	31	24	7.961658	24	7.827883
13	0	20210	0.614910	20210	0.769154
13	1	881	0.541832	881	0.390380
13	2	254	2.331821	254	2.361774
13	3	2563	0.598625	2563	0.514308
13	4	11	0.014242	11	0.049481
13	5	711	0.640633	711	0.627781
13	6	3545	0.564825	3545	0.826857
13	7	6163	0.208832	6163	0.316053
13	8	10237	1.373007	10237	1.542802
13	9	276	4.365377	276	4.304525
13	10	254	2.323544	254	2.412216
13	11	2317	0.863924	2317	0.927241
13	12	4071	0.442593	4071	0.733421
13	13	344	0.538273	344	0.592256
13	14	23494	0.172031	36994	0.000443
13	15	254	3.235199	254	3.249677
13	16	3787	1.646545	3787	1.425285
13	17	10404	0.090019	10404	0.084534
13	18	13	0.408596	13	0.378799
13	19	429	1.212145	429	1.114058
13	20	4281	1.595903	4281	1.704309
13	21	438	1.441174	438	1.296297
13	22	5007	1.247322	5007	1.537778
13	23	11	3.945843	11	3.698564
13	24	30026	2.130329	30026	2.221046
13	25	245	2.278080	245	2.262445
13	26	6284	0.902000	6284	0.966946
13	27	14544	0.924778	14544	0.516135
13	28	23191	2.238564	23191	2.289109
13	29	855	0.975830	855	1.035887
13	30	254	4.106243	254	3.752028
13	31	12404	2.040663	12404	2.019646
14	0	9226	0.157217	245	0.054167
14	1	8420	0.904400	8420	1.018946
14	2	93154	9.707726	93154	9.574870
14	3	2355	10.649158	2355	11.073351
14	4	280	1.762522	280	1.451530
14	5	3973	0.320049	3973	0.304457
14	6	207	5.425537	207	5.215604
14	7	16	0.182985	16	0.061457
14	8	285	0.604401	285	0.693541
14	9	634	0.551443	634	0.878762
14	10	2758	0.259197	280	0.168315
14	11	895	2.963089	895	3.147823
14	12	12882	1.791080	12882	1.703127
14	13	317	0.441406	317	0.444761
14	14	207	0.724985	207	0.700057
14	15	18	0.204411	17	0.048523
14	16	13	2.754316	13	3.225216
14	17	11424	0.349346	11424	0.431682
14	18	254	4.159832	254	4.108578
14	19	3973	1.156231	3973	1.233108
14	20	280	7.755756	280	7.748795
14	21	254	5.354832	254	4.986270
14	22	750	3.189320	750	3.061152
14	23	2758	7.107159	2758	7.134362
14	24	13	3.248535	13	3.480028
14	25	185	2.806208	185	2.851485
14	26	185	2.434769	185	2.446781
14	27	4160	0.741077	4160	0.658807
14	28	363	0.925554	363	0.807178
14	29	87	1.755409	87	2.144077
14	30	3	6.114979	3	6.374085
14	31	330	3.468498	330	3.375234
15	0	8211	2.224083	8211	2.261722
15	1	8196	7.752085	8196	7.666393
15	2	13	0.262218	13	0.278576
15	3	1063	1.733490	1063	1.725080
15	4	438	0.602623	438	0.510383
15	5	7722	0.801130	7722	0.809096
15	6	331	1.958580	331	1.925388
15	7	8520	2.623413	8520	2.683380
15	8	207	9.143311	207	9.248923
15	9	16	1.041988	16	0.596620
15	10	16	8.066666	16	8.235519
15	11	11	3.205788	11	3.476349
15	12	207	5.869417	207	5.825900
15	13	16	10.905634	16	11.063674
15	14	22	9.197201	22	9.221910
15	15	18	10.897316	18	10.729834
15	16	17	9.465521	17	9.488530
15	17	11	2.753429	11	2.746467
15	18	279	1.131443	279	1.421254
15	19	5653	4.212114	5653	3.728585
15	20	4291	4.272154	4291	4.231189
15	21	1569	14.545773	1569	14.232513
15	22	6936	7.835567	6936	7.771400
15	23	11	8.259098	11	8.333343
15	24	13838	6.711294	13838	6.844868
15	25	13	0.930264	13	0.981393
15	26	1063	0.493839	1063	0.446291
15	27	438	0.825092	438	0.712111
15	28	245	0.822006	245	0.749051
15	29	668	1.050798	668	0.847596
15	30	280	1.921165	280	1.845273
15	31	1228	1.235867	1228	1.400823
16	0	2512	5.663006	2512	5.640650
16	1	25	0.446262	25	0.367584
16	2	12562	0.792156	12562	0.492901
16	3	207	2.720732	207	2.595508
16	4	2901	0.788471	2901	1.279294
16	5	487	16.097610	487	11.048740
16	6	23697	0.311131	23697	2.017929
16	7	88982	7.347282	88982	7.320734
16	8	279	4.815228	279	4.906290
16	9	254	8.510199	254	9.382351
16	10	2764	4.803629	2764	4.149455
16	11	276	10.298370	276	9.633541
16	12	13067	10.162731	13067	10.276968
16	13	429	1.522009	429	0.737350
16	14	1906	7.083443	1906	7.504111
16	15	791	20.466692	791	20.406796
16	16	285	11.777943	285	11.804304
16	17	25698	10.162313	25698	10.098283
16	18	280	11.660217	280	11.494593
16	19	66092	13.661598	66092	13.190907
16	20	16531	5.432913	16531	5.342832
16	21	11	4.344608	11	4.296893
16	22	2489	7.008276	2489	6.800499
16	23	276	10.532494	276	9.716088
16	24	1529	11.273426	1529	11.263877
16	25	7921	1.312492	7921	1.254976
16	26	2481	9.437721	2481	9.904525
16	27	245	11.138783	245	11.858171
16	28	5532	12.376940	5532	12.403992
16	29	280	10.754423	280	10.564792
16	30	16725	10.179802	16725	10.434117
16	31	1308	0.897129	1308	0.099932
17	0	21715	7.938318	21715	7.567573
17	1	188	0.028822	185	0.192837
17	2	185	0.749158	185	0.217450
17	3	1558	0.027807	1558	0.110628
17	4	752	0.497704	752	0.219272
17	5	62	6.566130	62	6.620225
17	6	2459	0.292309	2459	0.408066
17	7	7	1.018314	7	0.918397
17	8	2810	0.142670	2810	0.218501
17	9	62	0.175476	62	0.601354
17	10	1531	0.455202	1531	0.205205
17	11	1780	0.419937	1780	0.426838
17	12	185	5.608494	185	5.583115
17	13	300	4.109211	300	4.092301
17	14	1191	0.585041	1191	0.643157
17	15	403	2.141678	403	2.061680
17	16	21715	0.212696	21715	0.375473
17	17	13	12.767643	13	12.915214
17	18	1776	2.374035	1776	2.192193
17	19	9307	2.612522	9307	2.750725
17	20	7	5.992859	7	5.931925
17	21	2810	6.342058	2810	6.210022
17	22	62	7.497196	62	7.285686
17	23	1531	9.830555	1531	10.879047
17	24	8	1.114998	8	1.084453
17	25	185	4.691164	185	4.738276
17	26	300	3.172720	300	3.109294
17	27	972	3.192419	972	3.255320
17	28	1191	3.139084	1191	3.346493
17	29	185	0.094843	185	0.193749
17	30	185	1.678310	185	1.590815
17	31	1558	1.117975	1558	1.025455
18	0	8397	1.827785	8397	1.622316
18	1	15389	0.368134	15389	0.897853
18	2	331	2.895382	331	2.132969
18	3	11687	1.071228	11687	1.538303
18	4	11	0.706551	11	0.932031
18	5	14486	2.099796	14486	1.755737
18	6	274	0.058260	10750	0.129588
18	7	207	3.054211	207	2.902138
18	8	20	3.728800	20	3.846928
18	9	15	12.037025	15	11.754463
18	10	11	3.193216	11	3.433167
18	11	15	1.406780	15	1.853149
18	12	15	6.149429	15	6.134694
18	13	15	10.522833	15	10.534447
18	14	11	7.346457	11	7.236489
18	15	15	8.766365	15	8.502810
18	16	15	11.668800	15	11.561696
18	17	15	6.748470	15	6.586525
18	18	7742	4.702471	7742	4.758955
18	19	6593	1.547031	6593	1.916745
18	20	13	0.849943	13	0.792427
18	21	809	1.195040	809	1.181501
18	22	317	0.677998	317	0.888878
18	23	254	0.010622	254	0.085276
18	24	4443	2.248823	4443	2.390777
18	25	8397	0.826775	8397	1.300439
18	26	280	0.695644	280	0.946161
18	27	254	2.694981	254	2.128642
18	28	1843	3.974907	1843	3.967961
18	29	6	0.516367	6	0.474346
18	30	82	9.551796	82	9.718739
18	31	15389	0.245026	4047	0.681875
19	0	5501	5.655863	5501	5.928898
19	1	11	1.920403	11	1.855625
19	2	395	0.596998	395	0.561354
19	3	463	0.015909	487	0.307307
19	4	313	0.278086	313	0.211230
19	5	2149	3.024681	2149	2.948848
19	6	245	0.302383	245	0.354441
19	7	761	0.589396	761	0.404700
19	8	3979	0.351572	3979	0.255728
19	9	11	0.483723	11	0.429789
19	10	285	1.738503	285	2.123817
19	11	395	0.166317	395	0.603644
19	12	1378	0.028542	481	0.213964
19	13	487	2.845547	487	2.728793
19	14	83	12.983734	83	13.049719
19	15	3825	2.957752	3825	2.943044
19	16	276	0.875538	276	0.981134
19	17	1296	1.164783	1296	0.902902
19	18	340	0.750156	340	0.768998
19	19	0	0.730461	0	0.622219
19	20	185	2.249895	185	2.336548
19	21	1380	1.123405	1380	0.890813
19	22	487	1.451824	487	1.454906
19	23	313	0.132187	313	0.097188
19	24	803	1.087837	803	1.129026
19	25	2074	0.077501	2074	0.147429
19	26	430	8.379271	430	8.381925
19	27	830	7.559799	830	7.461317
19	28	855	0.038191	11	0.021522
19	29	254	1.642078	254	1.546495
19	30	2882	0.688599	2882	0.577777
19	31	1860	2.442921	1860	2.412393
20	0	5185	6.165844	5185	6.434216
20	1	11	1.162619	11	1.140539
20	2	8872	0.710157	8872	0.844240
20	3	327	6.853764	327	6.928861
20	4	3164	0.020508	3164	0.142277
20	5	5909	3.091248	5909	3.068768
20	6	11	0.351509	11	0.375102
20	7	30503	0.926228	30503	1.202044
20	8	97891	2.170282	97891	1.743276
20	9	11	1.282082	11	1.173327
20	10	285	3.697035	285	3.688587
20	11	750	0.282911	750	0.179366
20	12	14454	0.525036	14454	0.563742
20	13	4908	0.498693	4908	0.383092
20	14	13	2.824238	13	2.822811
20	15	809	0.845295	809	0.716153
20	16	317	1.364326	317	1.594219
20	17	245	1.005117	245	1.539748
20	18	4974	2.714563	4974	2.750003
20	19	12	2.546980	12	2.899466
20	20	7247	2.170460	7247	2.094215
20	21	47032	4.660660	47032	3.941967
20	22	2604	2.174919	2604	1.865410
20	23	12138	13.427889	12138	13.516857
20	24	344	0.235836	344	0.125154
20	25	10420	0.007126	10420	0.081846
20	26	245	0.853004	245	0.977958
20	27	10981	0.915054	10981	0.790399
20	28	7125	0.440449	7125	0.520258
20	29	280	7.176395	280	7.294362
20	30	29510	3.941648	29510	3.914410
20	31	285	0.207764	285	0.179331
21	0	440	1.096964	440	1.063738
21	1	72600	0.008030	18578	0.098605
21	2	6673	2.915432	6673	2.769525
21	3	1	3.443905	1	3.725003
21	4	185	3.477093	185	3.163590
21	5	185	2.448802	185	2.422467
21	6	2	1.602333	2	1.255340
21	7	4294	0.139138	4294	0.307899
21	8	79251	0.232067	79251	0.198885
21	9	285	3.570333	285	3.197179
21	10	49911	3.195452	49911	1.765457
21	11	185	2.120298	185	1.835236
21	12	2	0.418875	2	0.325111
21	13	1257	0.231873	429	0.191849
21	14	962	6.436152	962	6.031940
21	15	79251	1.784531	79251	1.805885
21	16	13	11.158739	13	11.739573
21	17	4562	6.683142	4562	6.131421
21	18	185	0.668438	185	0.691062
21	19	2	3.400173	2	3.114441
21	20	18587	10.088015	18587	10.161624
21	21	962	6.823034	962	7.536306
21	22	49911	5.073463	49911	5.272353
21	23	185	7.418900	185	7.736797
21	24	2	0.008018	185	0.526852
21	25	2	2.041246	2	1.968581
21	26	11353	1.872948	11353	1.783761
21	27	254	3.964331	254	3.388132
21	28	4183	4.469728	4183	3.395849
21	29	185	5.905521	185	5.632368
21	30	12207	0.867224	12207	0.907892
21	31	6673	6.081444	6673	6.074504
22	0	4047	2.148422	4047	1.888684
22	1	11	1.250168	11	1.121894
22	2	4484	1.774834	4484	1.775280
22	3	11	3.144442	11	3.050377
22	4	7960	4.663425	7960	4.685908
22	5	11	3.186068	11	3.222597
22	6	6524	5.361816	6524	5.347036
22	7	11	2.143490	11	2.435123
22	8	11326	3.657112	11326	4.285717
22	9	11	2.217043	11	1.987589
22	10	2146	3.608002	2146	3.731076
22	11	11	0.666325	11	0.497936
22	12	26566	2.635078	26566	2.623517
22	13	11	2.504276	11	2.611439
22	14	15367	4.165478	15367	4.076985
22	15	11	1.181759	11	1.154762
22	16	40114	2.507286	40114	2.513074
22	17	11	2.804733	11	2.829520
22	18	35614	2.462852	35614	2.551274
22	19	11	3.741982	11	3.628049
22	20	20378	2.728636	20378	2.347326
22	21	11	2.547987	11	2.701561
22	22	34550	3.961187	34550	3.679434
22	23	11	3.841864	11	3.846719
22	24	49028	2.570293	49028	2.475345
22	25	11	4.434040	11	4.493146
22	26	33852	3.079151	33852	3.396180
22	27	11	3.998543	11	4.024876
22	28	62587	4.413568	62587	4.329315
22	29	11	3.203613	11	3.224269
22	30	8522	3.863575	8522	4.377545
22	31	11	0.170527	13	0.112010
23	0	254	2.499874	254	2.573316
23	1	770	0.434948	770	0.155314
