# gate_e2e --margins: teacher-forced arm against exact-forced-32.tsv; our_margin is signed toward our_top1
#id	step	our_top1	our_margin	exact_top1	exact_margin
12	28	418	8.593060	418	8.649363
12	29	207	6.357466	207	6.570789
12	30	22	6.107239	22	5.502716
12	31	24	7.750998	24	7.827883
13	0	20210	0.644360	20210	0.769154
13	1	881	0.470314	881	0.390380
13	2	254	2.245289	254	2.361774
13	3	2563	0.527609	2563	0.514308
13	4	11	0.008554	11	0.049481
13	5	711	0.669363	711	0.627781
13	6	3545	0.784897	3545	0.826857
13	7	6163	0.152205	6163	0.316053
13	8	10237	1.714497	10237	1.542802
13	9	276	4.391367	276	4.304525
13	10	254	2.331371	254	2.412216
13	11	2317	0.886030	2317	0.927241
13	12	4071	0.444664	4071	0.733421
13	13	344	0.490017	344	0.592256
13	14	36994	0.074097	36994	0.000443
13	15	254	3.292217	254	3.249677
13	16	3787	1.529099	3787	1.425285
13	17	10404	0.169573	10404	0.084534
13	18	13	0.459156	13	0.378799
13	19	429	1.174940	429	1.114058
13	20	4281	1.697193	4281	1.704309
13	21	438	1.474785	438	1.296297
13	22	5007	1.239319	5007	1.537778
13	23	11	3.749908	11	3.698564
13	24	30026	2.011612	30026	2.221046
13	25	245	2.306614	245	2.262445
13	26	6284	1.021217	6284	0.966946
13	27	14544	0.726879	14544	0.516135
13	28	23191	2.329475	23191	2.289109
13	29	855	0.720268	855	1.035887
13	30	254	3.911976	254	3.752028
13	31	12404	2.167326	12404	2.019646
14	0	9226	0.192575	245	0.054167
14	1	8420	1.259361	8420	1.018946
14	2	93154	9.620363	93154	9.574870
14	3	2355	11.134998	2355	11.073351
14	4	280	1.946251	280	1.451530
14	5	3973	0.017778	3973	0.304457
14	6	207	5.372095	207	5.215604
14	7	16	0.030147	16	0.061457
14	8	285	0.546516	285	0.693541
14	9	634	1.010458	634	0.878762
14	10	2758	0.104658	280	0.168315
14	11	895	3.117172	895	3.147823
14	12	12882	1.702442	12882	1.703127
14	13	317	0.245750	317	0.444761
14	14	207	0.710880	207	0.700057
14	15	17	0.099430	17	0.048523
14	16	13	2.565250	13	3.225216
14	17	11424	0.528517	11424	0.431682
14	18	254	4.192110	254	4.108578
14	19	3973	1.210566	3973	1.233108
14	20	280	7.611511	280	7.748795
14	21	254	4.884148	254	4.986270
14	22	750	3.227232	750	3.061152
14	23	2758	7.166534	2758	7.134362
14	24	13	3.334438	13	3.480028
14	25	185	2.875288	185	2.851485
14	26	185	2.479763	185	2.446781
14	27	4160	0.859392	4160	0.658807
14	28	363	0.894068	363	0.807178
14	29	87	2.173164	87	2.144077
14	30	3	6.277086	3	6.374085
14	31	330	3.507877	330	3.375234
15	0	8211	1.595993	8211	2.261722
15	1	8196	7.671793	8196	7.666393
15	2	13	0.302795	13	0.278576
15	3	1063	1.692560	1063	1.725080
15	4	438	0.678711	438	0.510383
15	5	7722	0.561602	7722	0.809096
15	6	331	1.889633	331	1.925388
15	7	8520	2.756268	8520	2.683380
15	8	207	9.231678	207	9.248923
15	9	16	0.923706	16	0.596620
15	10	16	7.783535	16	8.235519
15	11	11	3.473192	11	3.476349
15	12	207	5.905699	207	5.825900
15	13	16	10.860703	16	11.063674
15	14	22	9.000589	22	9.221910
15	15	18	10.914650	18	10.729834
15	16	17	9.402112	17	9.488530
15	17	11	2.541882	11	2.746467
15	18	279	1.272530	279	1.421254
15	19	5653	4.376163	5653	3.728585
15	20	4291	3.917889	4291	4.231189
15	21	1569	13.992149	1569	14.232513
15	22	6936	7.568501	6936	7.771400
15	23	11	8.382889	11	8.333343
15	24	13838	6.818769	13838	6.844868
15	25	13	0.800922	13	0.981393
15	26	1063	0.499893	1063	0.446291
15	27	438	0.715668	438	0.712111
15	28	245	0.661570	245	0.749051
15	29	668	0.528793	668	0.847596
15	30	280	1.999434	280	1.845273
15	31	1228	1.470007	1228	1.400823
16	0	2512	5.360697	2512	5.640650
16	1	25	0.344591	25	0.367584
16	2	12562	0.541695	12562	0.492901
16	3	207	2.939077	207	2.595508
16	4	2901	0.676706	2901	1.279294
16	5	487	15.924992	487	11.048740
16	6	23697	0.185806	23697	2.017929
16	7	88982	7.240639	88982	7.320734
16	8	279	4.023632	279	4.906290
16	9	254	9.021282	254	9.382351
16	10	2764	4.643856	2764	4.149455
16	11	276	9.750156	276	9.633541
16	12	13067	10.127951	13067	10.276968
16	13	429	1.827770	429	0.737350
16	14	1906	7.793802	1906	7.504111
16	15	791	19.991604	791	20.406796
16	16	285	11.577513	285	11.804304
16	17	25698	9.790241	25698	10.098283
16	18	280	11.499199	280	11.494593
16	19	66092	14.024033	66092	13.190907
16	20	16531	5.224691	16531	5.342832
16	21	11	4.355053	11	4.296893
16	22	2489	7.015137	2489	6.800499
16	23	276	9.053316	276	9.716088
16	24	1529	10.920982	1529	11.263877
16	25	7921	1.735279	7921	1.254976
16	26	2481	9.518234	2481	9.904525
16	27	245	12.103880	245	11.858171
16	28	5532	12.590145	5532	12.403992
16	29	280	10.112106	280	10.564792
16	30	16725	10.185232	16725	10.434117
16	31	1308	0.391834	1308	0.099932
17	0	21715	6.390190	21715	7.567573
17	1	185	0.099003	185	0.192837
17	2	185	1.008099	185	0.217450
17	3	185	0.156349	1558	0.110628
17	4	752	0.301908	752	0.219272
17	5	62	6.655382	62	6.620225
17	6	2459	0.391855	2459	0.408066
17	7	7	1.060312	7	0.918397
17	8	2810	0.056705	2810	0.218501
17	9	62	0.545010	62	0.601354
17	10	1531	0.299534	1531	0.205205
17	11	1780	0.272028	1780	0.426838
17	12	185	5.689629	185	5.583115
17	13	300	4.208782	300	4.092301
17	14	1191	0.549807	1191	0.643157
17	15	403	2.007311	403	2.061680
17	16	21715	0.453882	21715	0.375473
17	17	13	12.809530	13	12.915214
17	18	1776	1.879475	1776	2.192193
17	19	9307	1.998817	9307	2.750725
17	20	7	5.879211	7	5.931925
17	21	2810	6.139050	2810	6.210022
17	22	62	8.092428	62	7.285686
17	23	1531	9.583378	1531	10.879047
17	24	8	1.528393	8	1.084453
17	25	185	4.612534	185	4.738276
17	26	300	3.158169	300	3.109294
17	27	972	3.355841	972	3.255320
17	28	1191	3.044382	1191	3.346493
17	29	185	0.233110	185	0.193749
17	30	185	1.722286	185	1.590815
17	31	1558	1.067276	1558	1.025455
18	0	8397	1.761356	8397	1.622316
18	1	15389	0.931070	15389	0.897853
18	2	331	2.689548	331	2.132969
18	3	11687	1.050194	11687	1.538303
18	4	11	0.960800	11	0.932031
18	5	14486	1.939213	14486	1.755737
18	6	274	0.073292	10750	0.129588
18	7	207	2.553196	207	2.902138
18	8	20	0.847793	20	3.846928
18	9	15	11.239376	15	11.754463
18	10	11	3.134655	11	3.433167
18	11	15	2.297976	15	1.853149
18	12	15	5.982292	15	6.134694
18	13	15	10.434912	15	10.534447
18	14	11	7.267496	11	7.236489
18	15	15	8.598965	15	8.502810
18	16	15	11.704861	15	11.561696
18	17	15	7.243425	15	6.586525
18	18	7742	4.411842	7742	4.758955
18	19	6593	1.963524	6593	1.916745
18	20	13	0.849758	13	0.792427
18	21	809	1.221992	809	1.181501
18	22	317	0.848770	317	0.888878
18	23	78676	0.030483	254	0.085276
18	24	4443	2.547670	4443	2.390777
18	25	8397	1.265463	8397	1.300439
18	26	280	0.546614	280	0.946161
18	27	254	2.604607	254	2.128642
18	28	1843	4.313206	1843	3.967961
18	29	6	0.547714	6	0.474346
18	30	82	9.366037	82	9.718739
18	31	4047	0.763895	4047	0.681875
19	0	5501	5.967678	5501	5.928898
19	1	11	1.931814	11	1.855625
19	2	395	0.455339	395	0.561354
19	3	487	0.156597	487	0.307307
19	4	313	0.082035	313	0.211230
19	5	2149	3.087339	2149	2.948848
19	6	245	0.412111	245	0.354441
19	7	761	0.399681	761	0.404700
19	8	3979	0.307348	3979	0.255728
19	9	11	0.579304	11	0.429789
19	10	285	2.364929	285	2.123817
19	11	395	0.174839	395	0.603644
19	12	1378	0.000290	481	0.213964
19	13	487	2.735184	487	2.728793
19	14	83	12.273348	83	13.049719
19	15	3825	3.001324	3825	2.943044
19	16	276	0.581455	276	0.981134
19	17	1296	0.611797	1296	0.902902
19	18	340	0.991104	340	0.768998
19	19	0	0.670513	0	0.622219
19	20	185	2.551756	185	2.336548
19	21	1380	0.945105	1380	0.890813
19	22	487	1.430218	487	1.454906
19	23	313	0.063660	313	0.097188
19	24	803	1.322695	803	1.129026
19	25	2074	0.179190	2074	0.147429
19	26	430	8.322704	430	8.381925
19	27	830	7.283852	830	7.461317
19	28	855	0.009441	11	0.021522
19	29	254	1.838688	254	1.546495
19	30	2882	0.807911	2882	0.577777
19	31	1860	2.564938	1860	2.412393
20	0	5185	6.314455	5185	6.434216
20	1	11	1.154303	11	1.140539
20	2	8872	0.864811	8872	0.844240
20	3	327	7.006733	327	6.928861
20	4	15399	0.063723	3164	0.142277
20	5	5909	3.103390	5909	3.068768
20	6	11	0.327641	11	0.375102
20	7	30503	0.916271	30503	1.202044
20	8	97891	2.035038	97891	1.743276
20	9	11	1.368507	11	1.173327
20	10	285	3.501877	285	3.688587
20	11	750	0.186403	750	0.179366
20	12	14454	0.537828	14454	0.563742
20	13	4908	0.519516	4908	0.383092
20	14	13	2.756802	13	2.822811
20	15	809	0.594299	809	0.716153
20	16	317	1.751995	317	1.594219
20	17	245	1.506569	245	1.539748
20	18	4974	2.863962	4974	2.750003
20	19	12	3.072836	12	2.899466
20	20	7247	2.092422	7247	2.094215
20	21	47032	4.223604	47032	3.941967
20	22	2604	2.063705	2604	1.865410
20	23	12138	13.480042	12138	13.516857
20	24	344	0.081600	344	0.125154
20	25	5410	0.005329	10420	0.081846
20	26	245	0.868561	245	0.977958
20	27	10981	0.642887	10981	0.790399
20	28	7125	0.621433	7125	0.520258
20	29	280	7.337635	280	7.294362
20	30	29510	3.819939	29510	3.914410
20	31	285	0.211739	285	0.179331
21	0	440	1.140560	440	1.063738
21	1	18578	0.521863	18578	0.098605
21	2	6673	2.754351	6673	2.769525
21	3	1	3.759075	1	3.725003
21	4	185	3.275736	185	3.163590
21	5	185	2.900772	185	2.422467
21	6	2	1.382874	2	1.255340
21	7	4294	0.085593	4294	0.307899
21	8	79251	0.103907	79251	0.198885
21	9	285	3.911304	285	3.197179
21	10	49911	3.137911	49911	1.765457
21	11	185	2.026735	185	1.835236
21	12	2	0.632559	2	0.325111
21	13	1257	0.339287	429	0.191849
21	14	962	6.462450	962	6.031940
21	15	79251	1.529013	79251	1.805885
21	16	13	12.452719	13	11.739573
21	17	4562	6.417553	4562	6.131421
21	18	185	0.996202	185	0.691062
21	19	2	3.375565	2	3.114441
21	20	18587	9.975012	18587	10.161624
21	21	962	7.418228	962	7.536306
21	22	49911	5.973160	49911	5.272353
21	23	185	7.363586	185	7.736797
21	24	185	0.170155	185	0.526852
21	25	2	2.045937	2	1.968581
21	26	11353	1.715015	11353	1.783761
21	27	254	4.026083	254	3.388132
21	28	4183	2.158295	4183	3.395849
21	29	185	5.849382	185	5.632368
21	30	12207	0.651531	12207	0.907892
21	31	6673	5.884455	6673	6.074504
22	0	4047	2.059298	4047	1.888684
22	1	11	1.117218	11	1.121894
22	2	4484	2.294029	4484	1.775280
22	3	11	3.225124	11	3.050377
22	4	7960	4.758101	7960	4.685908
22	5	11	3.339931	11	3.222597
22	6	6524	5.245329	6524	5.347036
22	7	11	2.148981	11	2.435123
22	8	11326	4.250010	11326	4.285717
22	9	11	2.002092	11	1.987589
22	10	2146	3.949804	2146	3.731076
22	11	11	0.540470	11	0.497936
22	12	26566	2.744047	26566	2.623517
22	13	11	2.628376	11	2.611439
22	14	15367	4.628197	15367	4.076985
22	15	11	0.998592	11	1.154762
22	16	40114	2.472416	40114	2.513074
22	17	11	3.124186	11	2.829520
22	18	35614	2.711317	35614	2.551274
22	19	11	3.586637	11	3.628049
22	20	20378	2.788164	20378	2.347326
22	21	11	2.763256	11	2.701561
22	22	34550	3.493793	34550	3.679434
22	23	11	3.994183	11	3.846719
22	24	49028	2.428448	49028	2.475345
22	25	11	4.356930	11	4.493146
22	26	33852	2.981928	33852	3.396180
22	27	11	3.860235	11	4.024876
22	28	62587	4.879463	62587	4.329315
22	29	11	3.345827	11	3.224269
22	30	8522	4.271576	8522	4.377545
22	31	11	0.345877	13	0.112010
23	0	254	2.383728	254	2.573316
23	1	770	0.333572	770	0.155314
